kind,commentId,channelId,videoId,authorId,textOriginal,parentCommentId,likeCount,publishedAt,updatedAt,translated,spam
youtube#comment,4338726,4942,0,1909,Love from India ðŸ‡®ðŸ‡³,,8,2023-12-14 10:03:37+00:00,2023-12-14 10:03:37+00:00,Love from India ðŸ‡®ðŸ‡³,noise
youtube#comment,2932029,47623,0,1958586,iw ye hee hee cade i❤dvv birwe😂g🎉isod I love you,,1,2024-11-09 16:02:42+00:00,2024-11-09 16:02:42+00:00,iw ye hee hee cade i❤dvv birwe😂g🎉isod I love you,noise
youtube#comment,915474,48707,0,1457095,"Baal to mere bhi jhad rahe hai...
.
.
Par mere baal jhade na jhade aap takli mat hona😅",,0,2024-12-17 09:34:23+00:00,2024-12-17 09:34:23+00:00,"Baal to mere bhi jhad rahae hi ...
.
.
Par mere baal jhade na jhade aap takli mat hona😅",noise
youtube#comment,2348845,4942,0,2401425,Los videos en la ducha son los mejoresðŸ˜ðŸ˜†siguenos complaciendo GonzaloðŸ˜Š,,5,2023-12-11 20:20:49+00:00,2023-12-11 20:20:49+00:00,The videos in the shower are the bestðÿgging,mild gibberish
youtube#comment,3709702,15366,0,1685896,I'm so glad it worked. It looks so cool.,,5,2022-09-23 19:35:50+00:00,2022-09-23 19:35:50+00:00,I'm so glad it worked. It looks so cool.,clean
youtube#comment,1506087,4942,0,2745222,â¤,,0,2024-02-19 20:10:19+00:00,2024-02-19 20:10:19+00:00,â ¤,mild gibberish
youtube#comment,2209589,47623,0,3630269,I thought she was taking a screenshot in the wrong place 🫣,,1,2024-12-03 20:20:21+00:00,2024-12-03 20:20:21+00:00,I thought she was taking a screenshot in the wrong place 🫣,clean
youtube#comment,145713,29145,0,3378074,"Hey hi..
Hope you are doing good ðŸŒ¸ðŸŒ¸
Itâ€™s from H&M, very old so donâ€™t have the link",913034.0,0,2022-08-08 09:54:24+00:00,2022-08-08 09:54:24+00:00,"Hey hi..
Hope you are doing good ðŸŒ¸ðŸŒ¸
Itâ€™s from H&M, very old so donâ€™t have the link",mild gibberish
youtube#comment,3953870,21292,0,533323,❤❤❤,,0,2025-05-09 16:03:01+00:00,2025-05-09 16:03:01+00:00,❤❤❤,mild gibberish
youtube#comment,4702930,30692,0,1560345,"Your hair setting bro.🥺🥺🥺🥺🥺🥺
Mine becomes a thorny shrub in mins after i go out.😑😑😑😑😑😑😑😑😑",,8,2020-02-12 09:56:59+00:00,2020-02-12 09:56:59+00:00,"Your hair setting bro.🥺🥺🥺🥺🥺🥺
Mine becomes a thorny shrub in mins after i go out.😑😑😑😑😑😑😑😑😑",mild gibberish
youtube#comment,3753873,30692,0,1430096,Please make the video about BB cream,,0,2020-02-13 13:14:03+00:00,2020-02-13 13:14:03+00:00,Please make the video about BB cream,mild gibberish
youtube#comment,1328427,4942,0,658784,this chat is gay af,,0,2024-04-26 03:53:19+00:00,2024-04-26 03:53:19+00:00,this chat is gay af,mild gibberish
youtube#comment,4416162,2659,0,1241800,The 'blonde' 😶💀...(Cough dark brown with gold highlights),,4,2025-05-16 19:31:08+00:00,2025-05-16 19:31:08+00:00,The 'blonde' 😶💀...(Cough dark brown with gold highlights),mild gibberish
youtube#comment,2243480,19779,0,3125066,Reuploaded😂,,0,2023-03-19 15:45:56+00:00,2023-03-19 15:45:56+00:00,Reuploaded,mild gibberish
youtube#comment,4254488,30692,0,3068658,Please make video on bb cream,,0,2020-02-12 17:25:03+00:00,2020-02-12 17:25:03+00:00,Please make video on bb cream,mild gibberish
youtube#comment,153314,15366,0,66588,You could but some of the product would definitely flake off 🖤🖤,4419996.0,0,2022-09-23 20:08:04+00:00,2022-09-23 20:08:04+00:00,You could but some of the product would definitely flake off 🖤🖤,clean
youtube#comment,1558784,30692,0,3121122,Bro plz make a video on BB cream too,,0,2020-02-12 10:10:48+00:00,2020-02-12 10:10:48+00:00,Bro plz make a video on BB cream too,mild gibberish
youtube#comment,2511,30692,0,780506,Would totally depend on the style of the outfits. :),3076513.0,0,2020-02-12 10:10:42+00:00,2020-02-12 10:10:42+00:00,Would totally depend on the style of the outfits. :),clean
youtube#comment,904615,15366,0,1328207,You're so pretty Aislinn! 💖 glad this didn't fuck up your hair & skin.,,0,2022-09-23 22:09:54+00:00,2022-09-23 22:09:54+00:00,You're so pretty Aislinn! 💖 glad this didn't fuck up your hair & skin.,clean
youtube#comment,2337643,30692,0,2067319,Superb content,,0,2020-03-31 15:20:08+00:00,2020-03-31 15:20:08+00:00,Superb Content,mild gibberish
youtube#comment,1360808,15485,0,3471238,❤ amazing ❤😊,,3,2025-05-17 16:08:19+00:00,2025-05-17 16:08:19+00:00,❤ Amazing ❤😊,mild gibberish
youtube#comment,4273113,48707,0,2585339,Hii sis,,0,2024-12-16 13:09:11+00:00,2024-12-16 13:09:11+00:00,Hii sis,noise
youtube#comment,552309,15366,0,2064691,I would so be playing with that constantly! Lol! Thnx for trying them.,,0,2022-09-23 23:27:38+00:00,2022-09-23 23:27:38+00:00,I would so be playing with that constantly! Lol! Thnx for trying them.,mild gibberish
youtube#comment,3090338,15366,0,1769139,👍🏽👍🏽👍🏽👍🏽❤️💙💛💛🧡so cool👍🏽👍🏽👍🏽,,0,2022-09-24 02:38:10+00:00,2022-09-24 02:38:10+00:00,👍🏽👍🏽👍🏽👍🏽❤️💙💛💛🧡so cool👍🏽👍🏽👍🏽,mild gibberish
youtube#comment,3115872,47623,0,1371726,Thankiiies,,3,2024-11-14 00:53:35+00:00,2024-11-14 00:53:35+00:00,Thankiiies,mild gibberish
youtube#comment,4653464,15366,0,899183,Thar pink and purple would completely work on dark hair I think. I'm tempted.,,1,2022-10-26 20:11:49+00:00,2022-10-26 20:11:49+00:00,Thar pink and purple would completely work on dark hair I think. I'm tempted.,mild gibberish
youtube#comment,3147998,15366,0,638310,I feel like it'd be so cool for someone to dye their Hair the purple shade and then use the can to blend in a design or the front strands for fun. You'd use very little product and it's be fun :),,1,2022-09-23 23:30:29+00:00,2022-09-23 23:30:29+00:00,I feel like it'd be so cool for someone to dye their Hair the purple shade and then use the can to blend in a design or the front strands for fun. You'd use very little product and it's be fun :),clean
youtube#comment,313404,4942,0,27257,ðŸ˜‚ðŸ˜‚ðŸ‘,1129492.0,2,2023-12-16 21:25:40+00:00,2023-12-16 21:25:40+00:00,ðÿ˜ðÿ˜ðÿ '',word salad
youtube#comment,1928235,15366,0,3289245,Love ya boo,,0,2022-09-23 21:42:24+00:00,2022-09-23 21:42:24+00:00,Love Ya Boo,mild gibberish
youtube#comment,2298251,486,0,2626183,Her smile tho ❤🤗,,3,2024-08-26 07:05:17+00:00,2024-08-26 07:05:17+00:00,Her smile tho ❤🤗,word salad
youtube#comment,1770031,8848,0,1601297,Good ❤,,0,2023-07-31 14:55:36+00:00,2023-07-31 14:55:36+00:00,Good ❤,word salad
youtube#comment,2141106,15366,0,309710,Love this you should definitely do neon split dye on yr actual hair it would suit you for sure,,0,2022-09-23 20:16:14+00:00,2022-09-23 20:16:14+00:00,Love this you should definitely do neon split dye on yr actual hair it would suit you for sure,mild gibberish
youtube#comment,1889561,4942,0,3431232,How old are you sir â¤,,0,2024-02-07 12:48:46+00:00,2024-02-07 12:48:46+00:00,How Old Are You County ¤,mild gibberish
youtube#comment,1527104,16121,0,3383985,Let’s connect,,1,2020-03-30 16:23:59+00:00,2020-03-30 16:23:59+00:00,Let’s Connect,clean
youtube#comment,4643352,2012,0,2738251,Awesome,,0,2022-05-19 17:15:14+00:00,2022-05-19 17:15:14+00:00,Awesome,word salad
youtube#comment,2486011,8311,0,1077839,Trop belle,,0,2025-06-13 16:26:34+00:00,2025-06-13 16:26:34+00:00,Trop Belle,mild gibberish
youtube#comment,1241267,43696,0,2593417,হা হা হা,,0,2024-01-20 09:39:42+00:00,2024-01-20 09:39:42+00:00,Haha haha,noise
youtube#comment,3871413,4942,0,1175690,Handsome âŽ chapriâœ…,,1,2023-12-13 03:16:56+00:00,2023-12-13 03:16:56+00:00,Handsome âŽ chapriâœ…,noise
youtube#comment,2741582,26660,0,2387059,â¤â¤,,0,2023-06-01 04:33:24+00:00,2023-06-01 04:33:24+00:00,¤â ¤,noise
youtube#comment,1807816,2324,0,3340476,"C'est une blague tous ces avis négatifs ? C'est excellent comme tuto make up, relativement rapide à réaliser et surtout très efficace ! Merci  pour cette video 👌🏻",,0,2025-03-21 20:58:09+00:00,2025-03-21 20:58:09+00:00,"Is it a joke all these negative opinions? It's excellent like Tuto Make Up, relatively quick to make and above all very effective! Thank you for this video 👌🏻",clean
youtube#comment,3885874,30692,0,1482459,hey bro..your really handsome lovely..would like to meet,,0,2020-02-13 14:28:23+00:00,2020-02-13 14:28:23+00:00,hey bro..your really handsome lovely..would like to meet,clean
youtube#comment,501685,53420,0,680192,@@SunitaRawat-tz4nbwhen i went to go look on the website I was like I want this so bad and the looked at the price and was like oh i can't afford that im to broke😅,765072.0,0,2025-06-10 09:53:29+00:00,2025-06-10 09:53:29+00:00,@@SunitaRawat-tz4nbwhen i went to go look on the website I was like I want this so bad and the looked at the price and was like oh i can't afford that im to broke😅,word salad
youtube#comment,2522,30692,0,780506,Coming soon. :),870609.0,1,2020-02-12 10:45:51+00:00,2020-02-12 10:45:51+00:00,Coming soon. :),word salad
youtube#comment,2513,30692,0,780506,Will do!,1698557.0,1,2020-02-12 10:46:51+00:00,2020-02-12 10:46:51+00:00,Will do!,word salad
youtube#comment,3211163,15366,0,3356045,This product would be great for kids. My 2 girls would love it x,,0,2022-09-24 17:41:06+00:00,2022-09-24 17:41:06+00:00,This product would be great for kids. My 2 girls would love it x,clean
youtube#comment,603225,15366,0,1421809,"Omg this is so cool!! Lol u look rad with all the colors and I love it! These def did what they said they were going to unlike the last ones 🤦🏻‍♀️🙄 lol and I love how u always say “we” with everything, it makes me feel so included 🤗🤗",,1,2022-09-23 21:31:20+00:00,2022-09-23 21:31:20+00:00,"Omg this is so cool!! Lol u look rad with all the colors and I love it! These def did what they said they were going to unlike the last ones 🤦🏻‍♀️🙄 lol and I love how u always say “we” with everything, it makes me feel so included 🤗🤗",mild gibberish
youtube#comment,3520323,4942,0,989128,Call,,0,2024-03-15 14:34:49+00:00,2024-03-15 14:34:49+00:00,Call,mild gibberish
youtube#comment,827855,15366,0,2357390,Hi Aislinn! Would you be willing to try this on dark hair extensions? I'm curious as a brunette how well they'd work. Thanks and love your channel!,,6,2022-09-24 06:27:18+00:00,2022-09-24 06:27:18+00:00,Hi Aislinn! Would you be willing to try this on dark hair extensions? I'm curious as a brunette how well they'd work. Thanks and love your channel!,clean
youtube#comment,3482276,35897,0,3180530,Absolutely essential,,0,2025-01-31 16:35:18+00:00,2025-01-31 16:35:18+00:00,Absolutely Essential,clean
youtube#comment,1808874,15366,0,147056,I've been curious about these. Thanks for showing your amazing results.,,0,2023-02-06 18:18:28+00:00,2023-02-06 18:18:28+00:00,I've been curious about these. Thanks for showing your amazing results.,clean
youtube#comment,3534831,15366,0,1717836,This blonde hair though!!❤,,0,2022-09-23 21:13:33+00:00,2022-09-23 21:13:33+00:00,This blonde hair though!!❤,word salad
youtube#comment,4615437,4942,0,2478003,ðŸ™‹âœŒï¸,,0,2024-02-23 09:59:09+00:00,2024-02-23 09:59:09+00:00,ðÿ ™ ‹ÂEDN,noise
youtube#comment,2577400,24971,0,3253638,I agree that you are beautiful <3,,0,2025-05-16 09:34:06+00:00,2025-05-16 09:34:06+00:00,I agree that you are beautiful <3,clean
youtube#comment,2002165,4967,0,3004972,Which shade??,,0,2021-05-29 21:33:16+00:00,2021-05-29 21:33:16+00:00,Which shade??,mild gibberish
youtube#comment,3335172,48688,0,2660846,Beautiful,,1,2023-05-13 05:24:12+00:00,2023-05-13 05:24:12+00:00,Beautiful,word salad
youtube#comment,1623956,15366,0,5564,plz tell me she did a test strand before she did this because my heart cannot bear it if she did not lol,,1,2022-09-24 04:47:56+00:00,2022-09-24 04:47:56+00:00,plz tell me she did a test strand before she did this because my heart cannot bear it if she did not lol,mild gibberish
youtube#comment,2537,30692,0,780506,Nope. English upload.,955891.0,0,2020-02-12 13:06:55+00:00,2020-02-12 13:06:55+00:00,Nope. English upload.,word salad
youtube#comment,3045822,51730,0,3219632,Interested to know your thoughts on Akaster? Nobody talks about it but I think it’s a hidden gem 💎,,3,2021-10-16 22:35:52+00:00,2021-10-16 22:35:52+00:00,Interested to know your thoughts on Akaster? Nobody talks about it but I think it’s a hidden gem 💎,clean
youtube#comment,525440,4942,0,1859932,ðŸ¥°ðŸ¥°ðŸ¥°ðŸ¥°ðŸ¥°ðŸ’‹,,0,2024-03-19 03:47:27+00:00,2024-03-19 03:47:27+00:00,ðÿ ¥ ° ð ¥ ° ðÿ ¥ ° ° C ¥ ° ° ° ° ° ðÿ '‹,noise
youtube#comment,4454934,4942,0,2826462,"Nah, it's the way bro did ennie minnie mainie mo for his cologneðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚",,0,2024-02-20 19:14:00+00:00,2024-02-20 19:14:00+00:00,"Nah, it's the way bro did ennie minnie mainie mo for his cologneðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚",mild gibberish
youtube#comment,899090,16121,0,2259005,wow nice bhe ganda ng outfit mo like ko ung shoes mo,,1,2020-04-08 03:36:51+00:00,2020-04-08 03:36:51+00:00,wow nice bhe ganda ng outfit mo like ko ung shoes mo,noise
youtube#comment,480494,14446,0,1245367,​@Curiousertyou try this ?,2197273.0,0,2025-04-25 11:33:25+00:00,2025-04-25 11:33:25+00:00,​@Curiousertyou try this ?,mild gibberish
youtube#comment,1292371,16733,0,3627191,🌸🌸🌸🌸,,0,2025-04-18 11:47:41+00:00,2025-04-18 11:47:41+00:00,🌸🌸🌸🌸,mild gibberish
youtube#comment,313167,4942,0,2511422,??,3444115.0,0,2023-12-14 03:44:22+00:00,2023-12-14 03:44:22+00:00,??,word salad
youtube#comment,1591974,15366,0,2450087,Omg this is the cutest ever well done and I missed u xx,,2,2022-09-23 19:00:38+00:00,2022-09-23 19:00:38+00:00,Omg this is the cutest ever well done and I missed u xx,mild gibberish
youtube#comment,4621751,51730,0,1957140,"i didn't like the dry down of carlisle, i have tested the dry down of 5 PDM , OAJAN wins",,0,2022-01-29 17:08:58+00:00,2022-01-29 17:08:58+00:00,"i didn't like the dry down of carlisle, i have tested the dry down of 5 PDM , OAJAN wins",mild gibberish
youtube#comment,4304280,4942,0,3321084,KJo should cast him opposition Ranveer Singh.,,0,2024-01-02 19:02:43+00:00,2024-01-02 19:02:43+00:00,KJo should cast him opposition Ranveer Singh.,mild gibberish
youtube#comment,2555877,15366,0,2627585,Always at work when you post 🤦🏾‍♀️ going to have to catch up tonight with a kitty on my lap 😝,,0,2022-09-23 19:34:58+00:00,2022-09-23 19:34:58+00:00,Always at work when you post 🤦🏾‍♀️ going to have to catch up tonight with a kitty on my lap 😝,mild gibberish
youtube#comment,2520,30692,0,780506,<3,2067346.0,0,2020-02-12 13:09:58+00:00,2020-02-12 13:09:58+00:00,<3,mild gibberish
youtube#comment,2512,30692,0,2045186,@@Mayankbhattacharya let's say a simple tee with a pair of shorts and another would be a simple tee with some chinos or jeans,3076513.0,0,2020-02-12 14:14:08+00:00,2020-02-12 14:14:25+00:00,@@Mayankbhattacharya let's say a simple tee with a pair of shorts and another would be a simple tee with some chinos or jeans,clean
youtube#comment,2052767,4942,0,1567549,King KongðŸ˜œðŸ¤¦,,1,2023-12-21 08:14:37+00:00,2023-12-21 08:14:37+00:00,King Kongð˜œðuringan,mild gibberish
youtube#comment,3185947,8311,0,3586378,That girl routine â¤,,6,2025-06-13 19:02:30+00:00,2025-06-13 19:02:30+00:00,That girl routine â¤,mild gibberish
youtube#comment,2373543,30692,0,466250,Kindly cover bodybuilding supplements,,1,2020-02-12 15:28:15+00:00,2020-02-12 15:28:15+00:00,Kindly cover bodybuilding supplements,mild gibberish
youtube#comment,3283230,31369,0,2725326,Niceâ¤ï¸,,1,2025-05-01 17:13:47+00:00,2025-05-01 17:13:47+00:00,Niceâ ¤ï,noise
youtube#comment,153309,15366,0,2190782,@@AkaAislinn or just gelatin!,659760.0,0,2022-09-23 19:39:59+00:00,2022-09-23 19:39:59+00:00,@@ Akaaislinn or just gelatin!,mild gibberish
youtube#comment,1985563,15485,0,2751031,Superb job 💗,,3,2025-05-17 16:31:47+00:00,2025-05-17 16:31:47+00:00,Superb Job 💗,mild gibberish
youtube#comment,3955380,30692,0,1430097,BB cream video ploxx,,1,2020-02-13 18:25:56+00:00,2020-02-13 18:25:56+00:00,Bb Cream Video Ploxx,mild gibberish
youtube#comment,153311,15366,0,1992873,Nooooooooooo 😭😭😭,2084275.0,0,2022-09-23 19:25:54+00:00,2022-09-23 19:25:54+00:00,NoOOOOOOOOo,noise
youtube#comment,3076513,30692,0,2045186,Mayank one question what footwear to wear to run errands or like just to go out for an hour or so,,0,2020-02-12 10:04:37+00:00,2020-02-12 10:04:37+00:00,Mayank one question what footwear to wear to run errands or like just to go out for an hour or so,clean
youtube#comment,3729273,15366,0,3530469,"just wanted to let you know that your videos helped me escape my daily struggles, love u and ur videos, thank you ❤❤",,15,2022-09-23 20:16:43+00:00,2022-09-23 20:16:43+00:00,"just wanted to let you know that your videos helped me escape my daily struggles, love u and ur videos, thank you ❤❤",mild gibberish
youtube#comment,672732,15366,0,2120671,You have a new filming room? :),,0,2022-09-25 05:56:04+00:00,2022-09-25 05:56:04+00:00,You have a new filming room? :),clean
youtube#comment,483885,31369,0,437227,Thankuuu âœ¨â¤ï¸,3283230.0,0,2025-05-01 17:16:03+00:00,2025-05-01 17:16:03+00:00,Thankuuuu â¨ â,noise
youtube#comment,264393,2659,0,2788429,Tysm ima do blue,4553883.0,0,2025-05-11 01:44:50+00:00,2025-05-11 01:44:50+00:00,BLUE TYSM IME,noise
youtube#comment,3738416,8848,0,1362678,Nice ❤,,1,2023-07-31 17:25:37+00:00,2023-07-31 17:25:37+00:00,Nice ❤,mild gibberish
youtube#comment,4343057,35089,0,436624,"Are y a black woman 
Wow 
With whiting cream in 2024 😅😅😅😅😅😅😅😅😢🎉
U don’t love self 😂😂😂😂",,1,2024-03-25 07:28:57+00:00,2024-03-25 07:28:57+00:00,"Are y a black woman 
Wow 
With whiting cream in 2024 😅😅😅😅😅😅😅😅😢🎉
U don’t love self 😂😂😂😂",mild gibberish
youtube#comment,3987656,48707,0,2014482,❤❤,,0,2024-12-17 17:26:22+00:00,2024-12-17 17:26:22+00:00,❤❤,mild gibberish
youtube#comment,2467417,48707,0,3172658,Sab kuch jhut,,1,2024-12-16 13:07:58+00:00,2024-12-16 13:07:58+00:00,Sab Kuch Jhut,noise
youtube#comment,1727335,48707,0,1073475,"ग़रीबी लड़ती रही ठंडी हवाओं से ,

अमीरों ने कहा वाह क्या मौसम आया है...❤️🌻",,8,2024-12-31 08:45:46+00:00,2024-12-31 08:45:46+00:00,"Poverty continued to fight cold winds,

The rich said, wow, what weather has come ...",clean
youtube#comment,3742757,15366,0,2194645,I'm so glad you found some that actually work. That was so cool! 💙,,0,2022-09-23 21:51:34+00:00,2022-09-23 21:51:34+00:00,I'm so glad you found some that actually work. That was so cool! 💙,clean
youtube#comment,2658484,48707,0,994459,I love you ❤,,0,2024-12-16 15:13:18+00:00,2024-12-16 15:13:18+00:00,I Love You ❤,clean
youtube#comment,2554,30692,0,780506,Thank you sir! 🙏,2452518.0,0,2020-02-12 15:26:06+00:00,2020-02-12 15:26:06+00:00,Tank You Sir! 🙏,word salad
youtube#comment,659760,15366,0,510099,"I feel cool for getting here six minutes after it was posted. Also from your bleaching video, where can you get that protein thing you used??",,4,2022-09-23 19:07:38+00:00,2022-09-23 19:07:38+00:00,"I feel cool for getting here six minutes after it was posted. Also from your bleaching video, where can you get that protein thing you used??",clean
youtube#comment,3429414,30692,0,2838133,BB cream guide please,,0,2020-02-12 17:00:14+00:00,2020-02-12 17:00:14+00:00,BB cream guide please,mild gibberish
youtube#comment,6638,16121,0,1946678,thank you,2809800.0,1,2020-04-17 03:40:41+00:00,2020-04-17 03:40:41+00:00,thank you,clean
youtube#comment,3346569,30692,0,2224222,"Admitting that you don't keep a smile on your face is the most beautiful thing I heard on this video. 

Keep up the good work bro. 
And Try keeping a smile 😊",,3,2020-02-12 18:19:38+00:00,2020-02-12 18:19:53+00:00,"Admitting that you don't keep a smile on your face is the most beautiful thing I heard on this video. 

Keep up the good work bro. 
And Try keeping a smile 😊",clean
youtube#comment,4116402,30692,0,3264484,Make a video on bb cream,,0,2020-02-12 12:24:57+00:00,2020-02-12 12:24:57+00:00,Make a video on bb cream,mild gibberish
youtube#comment,619700,1577,0,2804816,That’s cute!! Thanks for sharing❤,,1,2023-09-19 16:11:53+00:00,2023-09-19 16:11:53+00:00,That’s cute!! Thanks for sharing❤,mild gibberish
