kind,commentId,channelId,videoId,authorId,textOriginal,parentCommentId,likeCount,publishedAt,updatedAt,translated,spam,cleaned,emotion,sentiment_scores,final_sentiment,category,relevance_score,sentiment_score,normalized_likes,quality_score,is_quality
youtube#comment,765072,53420,0,680192,What lash searums do you recommend that is cheap,,0,2025-06-10 01:27:39+00:00,2025-06-10 01:27:39+00:00,What lash searums do you recommend that is cheap,mild gibberish,lash searums recommend cheap,"[['approval', 0.9973134398460388], ['neutral', 0.9900243282318115], ['annoyance', 0.9424082636833191], ['disappointment', 0.8128607869148254]]","{'positive': 0.9973134398460388, 'negative': 1.7552690505981445, 'neutral': 0.9900243282318115}",negative,other,0.0,0.1,0.0,0.0,False
youtube#comment,321917,4942,0,1702439,"Como carajo usas una gorra pobre fracasado? Jajaja lo que es ser un bruto e ignorante como vos, 1 seguidor tenes pobre",2071435.0,0,2023-12-31 23:23:41+00:00,2023-12-31 23:23:41+00:00,"How did you use a poor failed cap? Hahaha what it is to be a brute and ignorant as you, 1 follower you have poor",mild gibberish,use poor failed cap hahaha brute ignorant follower poor,"[['amusement', 0.9915498495101929], ['disappointment', 0.8515089154243469], ['embarrassment', 0.8501133918762207]]","{'positive': 0.9915498495101929, 'negative': 1.7016223073005676, 'neutral': 0.0}",negative,other,0.0,0.1,0.0,0.0,False
youtube#comment,998655,21292,0,1487299,Plz toner recipe 😊,,0,2025-04-22 17:20:34+00:00,2025-04-22 17:20:34+00:00,PLZ TONER RECIPE 😊,mild gibberish,plz toner recipe,"[['excitement', 0.9227393865585327], ['neutral', 0.9187345504760742], ['love', 0.8412949442863464], ['desire', 0.8188757300376892]]","{'positive': 2.5829100608825684, 'negative': 0.0, 'neutral': 0.9187345504760742}",positive,skincare,0.5,2.5829100608825684,0.0,0.0,False
youtube#comment,3860202,4942,0,84256,ðŸ˜®ðŸ˜®ðŸ˜®ðŸ˜®ðŸ˜®ðŸ˜®,,0,2023-12-12 13:24:10+00:00,2023-12-12 13:24:10+00:00,ðÿ˜®ðÿ˜˜˜˜˜˜˜˜˜˜˜®,mild gibberish,,[],"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}",positive,[],0.5,0.0,0.0,0.0,False
youtube#comment,4562024,4942,0,2619720,Everything looks great except the red hat on backwards. That look is passed.,,0,2023-12-27 07:37:57+00:00,2023-12-27 07:37:57+00:00,Everything looks great except the red hat on backwards. That look is passed.,clean,everything look great except red hat backwards look passed,"[['admiration', 0.9967934489250183], ['neutral', 0.8141262531280518]]","{'positive': 0.9967934489250183, 'negative': 0.0, 'neutral': 0.8141262531280518}",positive,other,0.0,0.9967934489250183,0.0,0.4,False
youtube#comment,4419996,15366,0,1229207,Can you comb or brush through it without it coming out?,,0,2022-09-23 19:47:50+00:00,2022-09-23 19:47:50+00:00,Can you comb or brush through it without it coming out?,clean,comb brush without coming,"[['neutral', 0.9846278429031372], ['disapproval', 0.9601280689239502]]","{'positive': 0.0, 'negative': 0.9601280689239502, 'neutral': 0.9846278429031372}",neutral,other,0.0,0.5,0.0,0.2,False
youtube#comment,212758,48688,0,2767525,❤❤❤❤❤,2766395.0,0,2023-05-21 01:16:49+00:00,2023-05-21 01:16:49+00:00,❤❤❤❤❤,mild gibberish,,[],"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}",positive,[],0.5,0.0,0.0,0.0,False
youtube#comment,4476804,48707,0,1817574,❤❤❤❤,,0,2024-12-18 14:47:43+00:00,2024-12-18 14:47:43+00:00,❤❤❤❤,mild gibberish,,[],"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}",positive,[],0.5,0.0,0.0,0.0,False
youtube#comment,2848778,30692,0,1753202,I still dont understand should I apply wax first and then blow dry or blow dry first then apply wax. As I dont own a pre styler. Btw tigi bed head operation really is an amazing wax. But I cant use it as a pre styler,,1,2020-02-12 09:59:15+00:00,2020-02-12 09:59:15+00:00,I still dont understand should I apply wax first and then blow dry or blow dry first then apply wax. As I dont own a pre styler. Btw tigi bed head operation really is an amazing wax. But I cant use it as a pre styler,mild gibberish,still not_understand apply wax first blow dry blow dry first apply wax not_own pre styler way tigi bed head operation really amazing wax not_use pre styler,"[['admiration', 0.9891263842582703], ['disapproval', 0.9501593112945557], ['confusion', 0.9351014494895935], ['neutral', 0.9044253826141357]]","{'positive': 0.9891263842582703, 'negative': 1.8852607607841492, 'neutral': 0.9044253826141357}",negative,other,0.0,0.1,0.07219355781344529,0.0,False
youtube#comment,2084275,15366,0,1992873,Is there a semi permanent hair dye out there that is color changing?,,0,2022-09-23 19:23:58+00:00,2022-09-23 19:23:58+00:00,Is there a semi permanent hair dye out there that is color changing?,clean,semi permanent hair dye color changing,"[['curiosity', 0.9986960291862488], ['neutral', 0.9755088090896606], ['confusion', 0.9144653081893921]]","{'positive': 0.9986960291862488, 'negative': 0.9144653081893921, 'neutral': 0.9755088090896606}",positive,hair,0.5,0.9986960291862488,0.0,0.62,False
youtube#comment,2514,30692,0,780506,@sharshot adkari Already plenty videos on that topic is online on the channel.,1698557.0,0,2020-02-12 13:10:57+00:00,2023-11-05 23:26:28+00:00,@sharshot adkari Already plenty videos on that topic is online on the channel.,mild gibberish,sharshot adkari already plenty video topic online channel,"[['neutral', 0.9760751128196716]]","{'positive': 0.0, 'negative': 0.0, 'neutral': 0.9760751128196716}",neutral,other,0.0,0.5,0.0,0.0,False
youtube#comment,4682173,48688,0,3319101,💥💥,,1,2023-05-13 03:10:02+00:00,2023-05-13 03:10:02+00:00,💥💥,mild gibberish,,[],"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}",positive,[],0.5,0.0,0.07219355781344529,0.0,False
youtube#comment,416283,47623,0,187441,True😂😂❤,2521714.0,1,2024-11-13 00:24:32+00:00,2024-11-13 00:24:32+00:00,True😂😂❤,mild gibberish,true,"[['approval', 0.9926669001579285], ['curiosity', 0.977388858795166], ['neutral', 0.966963529586792]]","{'positive': 1.9700557589530945, 'negative': 0.0, 'neutral': 0.966963529586792}",positive,skincare,0.5,1.9700557589530945,0.07219355781344529,0.0,False
youtube#comment,1264901,30692,0,2598068,Does anyone know the title of the intro song,,0,2020-02-17 11:54:03+00:00,2020-02-17 11:54:03+00:00,Does anyone know the title of the intro song,clean,doe anyone know title intro song,"[['curiosity', 0.9995322227478027]]","{'positive': 0.9995322227478027, 'negative': 0.0, 'neutral': 0.0}",positive,other,0.0,0.9995322227478027,0.0,0.4,False
youtube#comment,2415719,4942,0,205534,Niceâ¤,,0,2024-07-10 10:19:26+00:00,2024-07-10 10:19:26+00:00,Niceâ ¤,mild gibberish,nice,"[['admiration', 0.982660710811615]]","{'positive': 0.982660710811615, 'negative': 0.0, 'neutral': 0.0}",positive,other,0.0,0.982660710811615,0.0,0.0,False
youtube#comment,2902730,48688,0,2034315,Elegant makeover,,1,2023-05-13 05:29:46+00:00,2023-05-13 05:29:46+00:00,Elegant makeover,clean,elegant makeover,"[['admiration', 0.9986733198165894], ['pride', 0.8667373061180115]]","{'positive': 1.8654106259346008, 'negative': 0.0, 'neutral': 0.0}",positive,makeup,0.5,1.8654106259346008,0.07219355781344529,0.98,True
youtube#comment,2348845,4942,0,2401425,Los videos en la ducha son los mejoresðŸ˜ðŸ˜†siguenos complaciendo GonzaloðŸ˜Š,,5,2023-12-11 20:20:49+00:00,2023-12-11 20:20:49+00:00,The videos in the shower are the bestðÿgging,mild gibberish,video shower bestgging,"[['admiration', 0.9966375827789307]]","{'positive': 0.9966375827789307, 'negative': 0.0, 'neutral': 0.0}",positive,other,0.0,0.9966375827789307,0.1866176397414009,0.0,False
youtube#comment,3709702,15366,0,1685896,I'm so glad it worked. It looks so cool.,,5,2022-09-23 19:35:50+00:00,2022-09-23 19:35:50+00:00,I'm so glad it worked. It looks so cool.,clean,glad worked look cool,"[['admiration', 0.9862152934074402], ['gratitude', 0.9757089614868164], ['joy', 0.9487908482551575], ['pride', 0.9365841746330261]]","{'positive': 3.84729927778244, 'negative': 0.0, 'neutral': 0.0}",positive,other,0.0,3.84729927778244,0.1866176397414009,1.57,True
youtube#comment,1506087,4942,0,2745222,â¤,,0,2024-02-19 20:10:19+00:00,2024-02-19 20:10:19+00:00,â ¤,mild gibberish,,[],"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}",positive,[],0.5,0.0,0.0,0.0,False
youtube#comment,2209589,47623,0,3630269,I thought she was taking a screenshot in the wrong place 🫣,,1,2024-12-03 20:20:21+00:00,2024-12-03 20:20:21+00:00,I thought she was taking a screenshot in the wrong place 🫣,clean,thought wa taking screenshot wrong place,"[['disappointment', 0.9623021483421326], ['neutral', 0.9595021605491638], ['remorse', 0.9227703213691711], ['realization', 0.8726287484169006]]","{'positive': 0.0, 'negative': 1.8850724697113037, 'neutral': 1.8321309089660645}",negative,other,0.0,0.1,0.07219355781344529,0.05,False
youtube#comment,145713,29145,0,3378074,"Hey hi..
Hope you are doing good ðŸŒ¸ðŸŒ¸
Itâ€™s from H&M, very old so donâ€™t have the link",913034.0,0,2022-08-08 09:54:24+00:00,2022-08-08 09:54:24+00:00,"Hey hi..
Hope you are doing good ðŸŒ¸ðŸŒ¸
Itâ€™s from H&M, very old so donâ€™t have the link",mild gibberish,hey hi hope good hm old dont link,"[['optimism', 0.9649235010147095], ['neutral', 0.9312344193458557], ['gratitude', 0.8876430988311768]]","{'positive': 1.8525665998458862, 'negative': 0.0, 'neutral': 0.9312344193458557}",positive,other,0.0,1.8525665998458862,0.0,0.0,False
youtube#comment,3953870,21292,0,533323,❤❤❤,,0,2025-05-09 16:03:01+00:00,2025-05-09 16:03:01+00:00,❤❤❤,mild gibberish,,[],"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}",positive,[],0.5,0.0,0.0,0.0,False
youtube#comment,4702930,30692,0,1560345,"Your hair setting bro.🥺🥺🥺🥺🥺🥺
Mine becomes a thorny shrub in mins after i go out.😑😑😑😑😑😑😑😑😑",,8,2020-02-12 09:56:59+00:00,2020-02-12 09:56:59+00:00,"Your hair setting bro.🥺🥺🥺🥺🥺🥺
Mine becomes a thorny shrub in mins after i go out.😑😑😑😑😑😑😑😑😑",mild gibberish,hair setting brother mine becomes thorny shrub min go,"[['caring', 0.9591134786605835], ['love', 0.869162380695343], ['neutral', 0.8014897108078003]]","{'positive': 1.8282758593559265, 'negative': 0.0, 'neutral': 0.8014897108078003}",positive,hair,0.5,1.8282758593559265,0.22884816385591125,0.0,False
youtube#comment,3753873,30692,0,1430096,Please make the video about BB cream,,0,2020-02-13 13:14:03+00:00,2020-02-13 13:14:03+00:00,Please make the video about BB cream,mild gibberish,please make video back cream,"[['neutral', 0.9417517185211182], ['desire', 0.908083975315094]]","{'positive': 0.908083975315094, 'negative': 0.0, 'neutral': 0.9417517185211182}",neutral,skincare,0.5,0.5,0.0,0.0,False
youtube#comment,1328427,4942,0,658784,this chat is gay af,,0,2024-04-26 03:53:19+00:00,2024-04-26 03:53:19+00:00,this chat is gay af,mild gibberish,chat gay af,"[['neutral', 0.9948739409446716], ['approval', 0.9936628341674805]]","{'positive': 0.9936628341674805, 'negative': 0.0, 'neutral': 0.9948739409446716}",neutral,other,0.0,0.5,0.0,0.0,False
youtube#comment,4416162,2659,0,1241800,The 'blonde' 😶💀...(Cough dark brown with gold highlights),,4,2025-05-16 19:31:08+00:00,2025-05-16 19:31:08+00:00,The 'blonde' 😶💀...(Cough dark brown with gold highlights),mild gibberish,blonde cough dark brown gold highlight,"[['curiosity', 0.9889411330223083], ['neutral', 0.9047891497612], ['confusion', 0.8874867558479309], ['disappointment', 0.8271129727363586]]","{'positive': 0.9889411330223083, 'negative': 1.7145997285842896, 'neutral': 0.9047891497612}",negative,hair,0.5,0.1,0.16762825015691366,0.0,False
youtube#comment,2243480,19779,0,3125066,Reuploaded😂,,0,2023-03-19 15:45:56+00:00,2023-03-19 15:45:56+00:00,Reuploaded,mild gibberish,reuploaded,[],"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}",positive,other,0.0,0.0,0.0,0.0,False
youtube#comment,4254488,30692,0,3068658,Please make video on bb cream,,0,2020-02-12 17:25:03+00:00,2020-02-12 17:25:03+00:00,Please make video on bb cream,mild gibberish,please make video back cream,"[['neutral', 0.9417517185211182], ['desire', 0.908083975315094]]","{'positive': 0.908083975315094, 'negative': 0.0, 'neutral': 0.9417517185211182}",neutral,skincare,0.5,0.5,0.0,0.0,False
youtube#comment,153314,15366,0,66588,You could but some of the product would definitely flake off 🖤🖤,4419996.0,0,2022-09-23 20:08:04+00:00,2022-09-23 20:08:04+00:00,You could but some of the product would definitely flake off 🖤🖤,clean,could product would definitely flake,"[['approval', 0.9918795228004456], ['curiosity', 0.9556439518928528], ['confusion', 0.9211918711662292]]","{'positive': 1.9475234746932983, 'negative': 0.9211918711662292, 'neutral': 0.0}",positive,other,0.0,1.9475234746932983,0.0,0.78,True
youtube#comment,1558784,30692,0,3121122,Bro plz make a video on BB cream too,,0,2020-02-12 10:10:48+00:00,2020-02-12 10:10:48+00:00,Bro plz make a video on BB cream too,mild gibberish,brother plz make video back cream,"[['desire', 0.9937614798545837], ['excitement', 0.9314197897911072], ['neutral', 0.9277794361114502]]","{'positive': 1.925181269645691, 'negative': 0.0, 'neutral': 0.9277794361114502}",positive,skincare,0.5,1.925181269645691,0.0,0.0,False
youtube#comment,2511,30692,0,780506,Would totally depend on the style of the outfits. :),3076513.0,0,2020-02-12 10:10:42+00:00,2020-02-12 10:10:42+00:00,Would totally depend on the style of the outfits. :),clean,would totally depend style outfit,"[['approval', 0.9935004115104675], ['admiration', 0.9829318523406982], ['pride', 0.9769126176834106], ['neutral', 0.8594581484794617]]","{'positive': 2.9533448815345764, 'negative': 0.0, 'neutral': 0.8594581484794617}",positive,other,0.0,2.9533448815345764,0.0,1.18,True
youtube#comment,904615,15366,0,1328207,You're so pretty Aislinn! 💖 glad this didn't fuck up your hair & skin.,,0,2022-09-23 22:09:54+00:00,2022-09-23 22:09:54+00:00,You're so pretty Aislinn! 💖 glad this didn't fuck up your hair & skin.,clean,pretty aislinn glad not_fuck hair skin,"[['admiration', 0.9742903709411621], ['joy', 0.9680147767066956], ['love', 0.9448432922363281]]","{'positive': 2.887148439884186, 'negative': 0.0, 'neutral': 0.0}",positive,hair,0.5,2.887148439884186,0.0,1.38,True
youtube#comment,2337643,30692,0,2067319,Superb content,,0,2020-03-31 15:20:08+00:00,2020-03-31 15:20:08+00:00,Superb Content,mild gibberish,superb content,"[['admiration', 0.9913778305053711]]","{'positive': 0.9913778305053711, 'negative': 0.0, 'neutral': 0.0}",positive,other,0.0,0.9913778305053711,0.0,0.0,False
youtube#comment,1360808,15485,0,3471238,❤ amazing ❤😊,,3,2025-05-17 16:08:19+00:00,2025-05-17 16:08:19+00:00,❤ Amazing ❤😊,mild gibberish,amazing,"[['admiration', 0.9989363551139832], ['pride', 0.8122212290763855]]","{'positive': 1.8111575841903687, 'negative': 0.0, 'neutral': 0.0}",positive,other,0.0,1.8111575841903687,0.14438711562689058,0.0,False
youtube#comment,552309,15366,0,2064691,I would so be playing with that constantly! Lol! Thnx for trying them.,,0,2022-09-23 23:27:38+00:00,2022-09-23 23:27:38+00:00,I would so be playing with that constantly! Lol! Thnx for trying them.,mild gibberish,would playing constantly laughing loud thnx trying,"[['amusement', 0.9927149415016174], ['joy', 0.9449962377548218]]","{'positive': 1.9377111792564392, 'negative': 0.0, 'neutral': 0.0}",positive,other,0.0,1.9377111792564392,0.0,0.0,False
youtube#comment,3090338,15366,0,1769139,👍🏽👍🏽👍🏽👍🏽❤️💙💛💛🧡so cool👍🏽👍🏽👍🏽,,0,2022-09-24 02:38:10+00:00,2022-09-24 02:38:10+00:00,👍🏽👍🏽👍🏽👍🏽❤️💙💛💛🧡so cool👍🏽👍🏽👍🏽,mild gibberish,cool,"[['admiration', 0.9949164390563965], ['neutral', 0.9548337459564209]]","{'positive': 0.9949164390563965, 'negative': 0.0, 'neutral': 0.9548337459564209}",positive,other,0.0,0.9949164390563965,0.0,0.0,False
youtube#comment,3115872,47623,0,1371726,Thankiiies,,3,2024-11-14 00:53:35+00:00,2024-11-14 00:53:35+00:00,Thankiiies,mild gibberish,thankiiies,"[['gratitude', 0.9998816251754761]]","{'positive': 0.9998816251754761, 'negative': 0.0, 'neutral': 0.0}",positive,other,0.0,0.9998816251754761,0.14438711562689058,0.0,False
youtube#comment,4653464,15366,0,899183,Thar pink and purple would completely work on dark hair I think. I'm tempted.,,1,2022-10-26 20:11:49+00:00,2022-10-26 20:11:49+00:00,Thar pink and purple would completely work on dark hair I think. I'm tempted.,mild gibberish,thar pink purple would completely work dark hair think tempted,"[['neutral', 0.8703923225402832]]","{'positive': 0.0, 'negative': 0.0, 'neutral': 0.8703923225402832}",neutral,hair,0.5,0.5,0.07219355781344529,0.0,False
youtube#comment,3147998,15366,0,638310,I feel like it'd be so cool for someone to dye their Hair the purple shade and then use the can to blend in a design or the front strands for fun. You'd use very little product and it's be fun :),,1,2022-09-23 23:30:29+00:00,2022-09-23 23:30:29+00:00,I feel like it'd be so cool for someone to dye their Hair the purple shade and then use the can to blend in a design or the front strands for fun. You'd use very little product and it's be fun :),clean,feel like would cool someone dye hair purple shade use blend design front strand fun would use little product fun,"[['amusement', 0.9844033718109131], ['joy', 0.9828821420669556]]","{'positive': 1.9672855138778687, 'negative': 0.0, 'neutral': 0.0}",positive,hair,0.5,1.9672855138778687,0.07219355781344529,1.02,True
youtube#comment,313404,4942,0,27257,ðŸ˜‚ðŸ˜‚ðŸ‘,1129492.0,2,2023-12-16 21:25:40+00:00,2023-12-16 21:25:40+00:00,ðÿ˜ðÿ˜ðÿ '',word salad,,[],"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}",positive,[],0.5,0.0,0.11442408192795563,0.0,False
youtube#comment,1928235,15366,0,3289245,Love ya boo,,0,2022-09-23 21:42:24+00:00,2022-09-23 21:42:24+00:00,Love Ya Boo,mild gibberish,love ya boo,"[['love', 0.9889336824417114], ['admiration', 0.9727469682693481]]","{'positive': 1.9616806507110596, 'negative': 0.0, 'neutral': 0.0}",positive,other,0.0,1.9616806507110596,0.0,0.0,False
youtube#comment,2298251,486,0,2626183,Her smile tho ❤🤗,,3,2024-08-26 07:05:17+00:00,2024-08-26 07:05:17+00:00,Her smile tho ❤🤗,word salad,smile though,"[['neutral', 0.9538595080375671], ['joy', 0.9314209222793579]]","{'positive': 0.9314209222793579, 'negative': 0.0, 'neutral': 0.9538595080375671}",neutral,other,0.0,0.5,0.14438711562689058,0.0,False
youtube#comment,1770031,8848,0,1601297,Good ❤,,0,2023-07-31 14:55:36+00:00,2023-07-31 14:55:36+00:00,Good ❤,word salad,good,"[['admiration', 0.9891600012779236]]","{'positive': 0.9891600012779236, 'negative': 0.0, 'neutral': 0.0}",positive,makeup,0.5,0.9891600012779236,0.0,0.0,False
youtube#comment,2141106,15366,0,309710,Love this you should definitely do neon split dye on yr actual hair it would suit you for sure,,0,2022-09-23 20:16:14+00:00,2022-09-23 20:16:14+00:00,Love this you should definitely do neon split dye on yr actual hair it would suit you for sure,mild gibberish,love definitely neon split dye yea right actual hair would suit sure,"[['love', 0.9965603947639465], ['approval', 0.9953140020370483], ['admiration', 0.9237784743309021]]","{'positive': 2.915652871131897, 'negative': 0.0, 'neutral': 0.0}",positive,hair,0.5,2.915652871131897,0.0,0.0,False
youtube#comment,1889561,4942,0,3431232,How old are you sir â¤,,0,2024-02-07 12:48:46+00:00,2024-02-07 12:48:46+00:00,How Old Are You County ¤,mild gibberish,old county,"[['neutral', 0.994491457939148], ['approval', 0.9903157353401184], ['curiosity', 0.982573926448822]]","{'positive': 1.9728896617889404, 'negative': 0.0, 'neutral': 0.994491457939148}",positive,other,0.0,1.9728896617889404,0.0,0.0,False
youtube#comment,1527104,16121,0,3383985,Let’s connect,,1,2020-03-30 16:23:59+00:00,2020-03-30 16:23:59+00:00,Let’s Connect,clean,let us connect,"[['approval', 0.9920293092727661], ['curiosity', 0.9650227427482605], ['neutral', 0.8828362226486206], ['desire', 0.8010963797569275]]","{'positive': 2.758148431777954, 'negative': 0.0, 'neutral': 0.8828362226486206}",positive,other,0.0,2.758148431777954,0.07219355781344529,1.11,True
youtube#comment,4643352,2012,0,2738251,Awesome,,0,2022-05-19 17:15:14+00:00,2022-05-19 17:15:14+00:00,Awesome,word salad,awesome,"[['admiration', 0.9982883334159851]]","{'positive': 0.9982883334159851, 'negative': 0.0, 'neutral': 0.0}",positive,other,0.0,0.9982883334159851,0.0,0.0,False
youtube#comment,2486011,8311,0,1077839,Trop belle,,0,2025-06-13 16:26:34+00:00,2025-06-13 16:26:34+00:00,Trop Belle,mild gibberish,trop belle,"[['admiration', 0.9627501964569092], ['neutral', 0.9625433087348938], ['love', 0.8152703642845154]]","{'positive': 1.7780205607414246, 'negative': 0.0, 'neutral': 0.9625433087348938}",positive,other,0.0,1.7780205607414246,0.0,0.0,False
youtube#comment,1807816,2324,0,3340476,"C'est une blague tous ces avis négatifs ? C'est excellent comme tuto make up, relativement rapide à réaliser et surtout très efficace ! Merci  pour cette video 👌🏻",,0,2025-03-21 20:58:09+00:00,2025-03-21 20:58:09+00:00,"Is it a joke all these negative opinions? It's excellent like Tuto Make Up, relatively quick to make and above all very effective! Thank you for this video 👌🏻",clean,joke negative opinion excellent like tuto make relatively quick make effective thank video,"[['admiration', 0.9988266825675964], ['gratitude', 0.9850108027458191]]","{'positive': 1.9838374853134155, 'negative': 0.0, 'neutral': 0.0}",positive,other,0.0,1.9838374853134155,0.0,0.79,True
youtube#comment,3885874,30692,0,1482459,hey bro..your really handsome lovely..would like to meet,,0,2020-02-13 14:28:23+00:00,2020-02-13 14:28:23+00:00,hey bro..your really handsome lovely..would like to meet,clean,hey brotheryour really handsome lovelywould like meet,"[['love', 0.9968748092651367], ['admiration', 0.9951655864715576], ['excitement', 0.9643972516059875], ['joy', 0.9583837985992432]]","{'positive': 3.914821445941925, 'negative': 0.0, 'neutral': 0.0}",positive,other,0.0,3.914821445941925,0.0,1.57,True
youtube#comment,501685,53420,0,680192,@@SunitaRawat-tz4nbwhen i went to go look on the website I was like I want this so bad and the looked at the price and was like oh i can't afford that im to broke😅,765072.0,0,2025-06-10 09:53:29+00:00,2025-06-10 09:53:29+00:00,@@SunitaRawat-tz4nbwhen i went to go look on the website I was like I want this so bad and the looked at the price and was like oh i can't afford that im to broke😅,word salad,sunitarawat tznbwhen went go look website wa like want bad looked price wa like oh not_afford broke,"[['annoyance', 0.9837886095046997], ['disappointment', 0.9243488311767578], ['neutral', 0.9095813632011414]]","{'positive': 0.0, 'negative': 1.9081374406814575, 'neutral': 0.9095813632011414}",negative,other,0.0,0.1,0.0,0.0,False
